pattern_id,raw_name,wrong_name,wrong_en,row_count,dish_examples,verdict,reason,row_ids
1,nước tương,nước,water,203,Tôm rim bơ tỏi | Cơm Chiên Gà Rau Củ,DIFFERENT,Nước tương và nước lọc là hai loại lỏng khác nhau,"20933,20946,20979,21145,21436,21481,21523,21563,21594,21633,21660,21889,22557,22830,22946,22969,23058,23109,23340,23767,23946,23974,24441,24457,25075,25378,26849,27123,27344,27819,27934,28296,28342,28535,28639,28721,29072,29165,29254,29492,29798,29823,29864,30098,30153,30167,30256,30345,30486,30504,31057,31077,31125,31155,31204,31307,31394,31455,31474,31548,31595,31645,31660,31716,31751,32091,32244,32322,32779,32850,32884,33065,33073,33154,33195,33255,33273,33431,33493,33689,33734,33930,33967,34029,34808,35270,35387,35480,35501,35512,35595,35695,35871,36815,36938,37019,37318,37381,37389,37512,37602,37634,37650,37813,38014,38086,38094,38315,38461,38618,38867,39037,39210,39238,39365,39385,39528,39551,40264,40634,40798,40804,41348,41388,42077,42149,42186,42263,42314,42436,42526,42665,42807,44709,46158,46466,46490,46549,46979,47339,47430,47501,47574,47821,47909,47917,48032,50083,51067,51112,51196,51242,51511,52871,52901,53196,53232,53550,53567,53625,53726,53815,53831,53843,54126,54302,54576,58495,60229,60892,60907,60913,60932,60998,61008,61077,61621,61652,61768,62028,62177,62185,62275,62319,62418,62441,62590,62876,62900,62925,63040,63274,63379,63486,63517,63664,63721,63765,63843,63915,63951,64100,64130"
1311,lá su hào,su hào,kohlrabi,1,Canh Lá Su Hào Thịt Băm Viên,DIFFERENT,Lá su hào khác hoàn toàn với củ su hào,18364
1313,giá sạch,giá hẹ,bean sprouts,1,Cá bớp nấu canh chua,DIFFERENT,"Giá sạch là giá đỗ, không phải giá hẹ hỗn hợp",18463
1315,thịt xay,thịt chay,plant-based meat,1,Canh rau đay nấu tôm thịt,DIFFERENT,"Thịt xay là thịt thật, không phải thịt chay",18560
1316,mì tôm,ram tôm,shrimp rolls,1,Mì gói nấu tôm trứng,DIFFERENT,"Mì tôm là mì gói, khác với ram tôm",18596
1320,rau sắng,rau sống,fresh herbs,1,Canh rau sắng nấu tôm,DIFFERENT,Rau sắng (rau ngót rừng) không phải rau sống,18668
1324,cá ông cụ,cá bè,fish,1,Cá ông cụ chiên sốt chua ngọt,DIFFERENT,Cá ông cụ (cá mặt quỷ) khác cá bè,18710
1328,nấm trà tân,nấm tràm,melaleuca mushroom,1,Bánh Xèo Nấm,DIFFERENT,Nấm trà tân khác với nấm tràm đặc sản,18755
1329,bắp khô,bắp ngọt,sweet corn,1,Bánh Xèo Nấm,DIFFERENT,Bắp khô (ngô hạt) khác bắp ngọt (ngô Mỹ),18758
1337,Bò xay,nạm bò,beef brisket,1,Canh Cà Chua Bò Rau Răm,DIFFERENT,Bò xay (thịt vụn) không phải nạm bò,19051
1338,dưa hồng gram,dưa lưới,Cantaloupe,1,Canh dưa hồng nấu tôm,DIFFERENT,Dưa hồng (dưa hường) khác hoàn toàn dưa lưới,19056
1342,củ hành khô,hành lá,green onion,1,Canh rong xà lách thịt bằm đậu hũ (rong lục ulva),DIFFERENT,Củ hành khô khác hoàn toàn với hành lá,19135
1350,đậu phụ chiên,đậu hũ trứng,egg tofu,1,Mì Quảng Xào Tôm Thịt Eat Clean,DIFFERENT,Đậu phụ chiên khác với đậu hũ trứng béo,19273
1351,t chin su,tỏi,garlic,1,Ba chỉ sốt tắc (heo),DIFFERENT,Ớt (viết tắt t) Chinsu khác hoàn toàn tỏi,19304
1356,cá trèn,cá trê,catfish,1,Cá Trèn Kho Tiêu,DIFFERENT,Cá trèn và cá trê là hai loài khác nhau,19448
1363,nụ inh hương,nấm hương,shiitake mushroom,1,Món Pháp Blanquette De Veau - Thịt Bê Hầm Cà Rốt Nấm Phủ Sốt Bơ Trứng,DIFFERENT,Nụ đinh hương khác hoàn toàn nấm hương,19616
1364,tôm,bánh phồng tôm,shrimp crackers,1,Súp bánh phồng tôm nấu sườn,DIFFERENT,Tôm tươi khác hoàn toàn bánh phồng tôm,19634
1372,Tôm tuỳ ý,bề bề,mantis shrimp,1,Tôm xào bơ tỏi,DIFFERENT,Tôm và bề bề (tôm tít) là khác nhau,19976
1375,ớt ngò,ớt sừng,red chili,1,Tôm và nghêu hấp sả,DIFFERENT,"Ớt ngò là hỗn hợp gia vị, không phải ớt sừng",20150
1377,lá me đất,lá me,tamarind leaves,1,Canh me đất thịt băm,DIFFERENT,Lá me đất khác hoàn toàn lá cây me,20175
1381,chuôi chát,chuối sáp,banana,1,Cá Chốt Om Măng Chua Khế Chuối Chát,DIFFERENT,Chuối chát (chuối hột/non) khác chuối sáp,20268
1395,tôm chua Huế,nước mắm,fish sauce,1,Gỏi đu đủ tôm chua Huế,DIFFERENT,"Tôm chua là mắm dạng con, khác nước mắm",20580
1398,hộp cá sốt cà,hộp cá ngừ,canned tuna,1,CÀ đắng om cá hộp,DIFFERENT,Hộp cá sốt cà (thường cá nục) khác cá ngừ,20648
1402,khoai môn,khoai môn,taro,1,Xương đuôi heo và móng giò nấu khoai Mán vàng,DIFFERENT,Khoai môn khác khoai mán (khoai môn rừng),20726
1404,canh chua,chà chua,pickled vegetables,1,Bún tôm nấu chua,DIFFERENT,"Canh chua là món ăn, chà (cà) chua là quả",20803
1406,tỏi củ hành khô,tỏi,garlic,1,Thịt ba chỉ xốt mận hậu,DIFFERENT,Gồm cả tỏi và hành khô,20854
1408,khóm hành tím,hành tím,shallot,1,"Hải sản Phú Quý hấp: mực ống, cua gạo, cua mặt trăng và nhum tươi",DIFFERENT,Gồm khóm (dứa) và hành tím,20868
1410,mộc nhĩ tai nấm hương khô,nấm hương,shiitake mushroom,1,Bún mọc tôm,DIFFERENT,Gồm mộc nhĩ và nấm hương,20913
1414,Gừng hành tỏi ớt,hành lá,green onion,1,Rau sắn muối nấu đầu cá ông lão,DIFFERENT,"Gồm gừng hành tỏi ớt, không chỉ hành lá",20986
1415,tôm rảo tằm hoặc tép,tôm thẻ loại to,shrimp,1,"Gỏi hoa chuối, tôm, rau sam",DIFFERENT,"Tôm rảo, tép khác tôm thẻ loại to",20990
1416,măng tây rừng,măng,bamboo shoots,1,"🌱 Salad Su Hào, Nấm & Măng Tây Rừng Sốt Hành Tăm",DIFFERENT,Măng tây khác măng tre/trúc,21001
1418,mật ong siro phong,mật ong,Honey,1,"🌱 Salad Su Hào, Nấm & Măng Tây Rừng Sốt Hành Tăm",DIFFERENT,Gồm mật ong và siro phong,21007
1420,tôm sắt bóc nõn rim mắm,ram tôm,shrimp rolls,1,Mỳ trộn tôm thịt sốt cà,DIFFERENT,Tôm sắt khác ram tôm (món ăn/tôm ram),21029
1421,Gia vị hành tỏi hành lá ớt,hành lá,green onion,1,Cá cơm khô rim,DIFFERENT,"Hỗn hợp nhiều loại, không chỉ hành lá",21045
1422,Hành củ hành lá rau răm thìa là gia vị,hành lá,green onion,1,Rau sắn muối nấu chả cá,DIFFERENT,"Hỗn hợp nhiều loại, không chỉ hành lá",21049
1423,mỳ gạo lứt,gạo,rice,1,Mỳ gạo lứt trộn sốt cà tóp mỡ thịt băm,DIFFERENT,"Mỳ gạo lứt là sản phẩm từ gạo, không phải gạo",21056
1426,vịt,trứng vịt,duck egg,1,VỊT tiềm nấm hương & bắp non,DIFFERENT,Thịt vịt khác trứng vịt,21149
1427,Rau nêm hành lá ngò rí,hành lá,green onion,1,VỊT tiềm nấm hương & bắp non,DIFFERENT,Gồm hành lá và ngò rí,21156
1428,dĩa rau đi kèm ngò gai giá kinh giới bắp chuối hành lá ớt,hành lá,green onion,1,Bún Riêu Cua Đồng Giò Heo,DIFFERENT,"Gồm nhiều loại rau, không chỉ hành lá",21172
1433,bột gà Chicken Powder,thịt gà,chicken,1,Mì Nấu Rau Muống Tóp Mỡ,DIFFERENT,"Bột gà là gia vị, không phải thịt gà",21221
1439,thì là hành lá dill green onion,hành lá,green onion,1,Món phụ/Side dish: Khoai tây xào thịt bằm/Potatoes stir-fried with minced pork,DIFFERENT,Gồm thì là và hành lá,21325
1440,Hành tỏi hành răm thìa là gia vị,tỏi,garlic,1,Cá chim om dưa,DIFFERENT,"Hỗn hợp nhiều loại, không chỉ tỏi",21339
1441,cá diêu hồng hoặc cá lóc,cá lóc,snakehead fish,1,CÁ diêu hồng hấp với củ sắn,DIFFERENT,Cá diêu hồng khác cá lóc,21377
1444,sữa chua dầu ăn,sữa chua,yogurt,1,Bánh canh phồng tôm kim chi,DIFFERENT,Hỗn hợp sữa chua và dầu ăn,21426
1445,dầu tía tô,tía tô,perilla leaves,1,Đậu phụ rim,DIFFERENT,Dầu tía tô khác lá tía tô,21484
1446,nước cốt dừa ml,nước dừa,coconut water,1,Rau củ kho nước cốt dừa,DIFFERENT,Nước cốt dừa khác nước dừa,21513
1450,hành củ hành lá,hành lá,green onion,1,Cá liệt kho mặn,DIFFERENT,Gồm hành củ và hành lá,21617
1452,cá én nắng,cá chuồn,flying fish,1,Cơm rang cá én 1 nắng,DIFFERENT,Cá én và cá chuồn là khác nhau,21653
1453,cá măng phi lê nắng,măng,bamboo shoots,1,Cá măng biển 1 nắng chiên giòn sốt chua ngọt,DIFFERENT,Cá măng khác rau măng,21657
1455,khô cá dứa một nắng,dứa,pineapple,1,Khô cá dứa một nắng rim nước mắm mè,DIFFERENT,Cá dứa khác quả dứa (thơm),21733
1458,khô cá dứa chiên,dứa,pineapple,1,Cơm chiên khô cá dứa một nắng tóp mỡ,DIFFERENT,Cá dứa khác quả dứa (thơm),21759
1459,lá dưa,dưa,pickles,1,"Chè bắp,khoai môn,nấm tuyết và lá cẩm",DIFFERENT,Lá dứa (lá nếp) khác quả dứa,21767
1463,Miến gạo hoặc miến giong,gạo,rice,1,Nem thịt dọn tủ,DIFFERENT,Miến khác bột gạo/gạo,21851
1464,khô cá dứa một nắng g,dứa,pineapple,1,Khô cá dứa một nắng rim cay,DIFFERENT,Cá dứa khác quả dứa (thơm),21870
1472,cá dứa baby nắng,dứa,pineapple,1,Khô cá DỨA kho thơm,DIFFERENT,Cá dứa khác quả dứa (thơm),21951
1473,sốt kho cá,cá dứa,pangasius,1,Khô cá DỨA kho thơm,DIFFERENT,Sốt kho cá khác cá dứa,21952
1474,Cá Dứa một nắng,dứa,pineapple,1,Cá Dứa Một Nắng Chiên Giòn,DIFFERENT,Cá dứa khác quả dứa (thơm),21964
1475,tépTỏi hành lá,hành lá,green onion,1,Củ cải khô xào thịt,DIFFERENT,Gồm tỏi và hành lá,22002
1476,Cà chua bi hành tây,cà chua,tomato,1,Steak bò sốt phomai,DIFFERENT,Gồm cà chua và hành tây,22021
1478,Rau nêm rau thì là hành lá,hành lá,green onion,1,Món ngon từ cá MỜM CƠM SỮA,DIFFERENT,Gồm thì là và hành lá,22048
1481,nước lá dứa lá nếp,dứa,pineapple,1,Rau câu vân mây lá dứa,DIFFERENT,Lá dứa (lá nếp) khác quả dứa,22088
1483,Hành mùi gia vị,gia vị,seasoning,1,"Ngô bao tử, phù trúc (tàu hũ ky), nấm tuyết xào trứng",DIFFERENT,Hành mùi khác gia vị chung,22118
1484,Hành lá mùi tỏi gia vị,hành lá,green onion,1,"Canh bí ngô, thịt bò bằm, nấm linh chi",DIFFERENT,"Hỗn hợp nhiều loại, không chỉ hành lá",22122
1486,hành tươi,hành tỏi,garlic and onion,1,Cá diêu hồng hấp nấm,DIFFERENT,"Hành tươi chỉ gồm hành, không có tỏi",22137
1487,Hành răm thìa là củ tỏi,tỏi,garlic,1,Cá diêu hồng hấp nấm,DIFFERENT,"Hỗn hợp nhiều loại, không chỉ tỏi",22138
1488,Gia vịmì chính nước mắmhạt tiêuớt tươi xay,nước,water,1,Cá kho mắm ớt ba chỉ,DIFFERENT,Hỗn hợp gia vị không phải nước,22181
1490,rau củ hỗn hợp ngô đậu hà lan cà rốt,cà rốt,carrot,1,Súp gà nấm,DIFFERENT,Hỗn hợp rau củ khác chỉ cà rốt,22200
1494,Hành ớt,ớt,chili pepper,1,Cá hú kho thịt ba rọi và thơm,DIFFERENT,Gồm hành và ớt,22330
1495,Hành tỏi nước hàng gia vị,tỏi,garlic,1,Cá cam kho tộ,DIFFERENT,"Hỗn hợp nhiều loại, không chỉ tỏi",22358
1496,gừng củ riềng củ hành khô,gừng,ginger,1,Cá trôi kho dưa,DIFFERENT,"Gồm gừng, riềng, hành khô",22369
1498,Gừng hành tỏi hành lá rau răm thìa là,hành lá,green onion,1,Đuôi cá thu sốt cà,DIFFERENT,"Hỗn hợp nhiều loại, không chỉ hành lá",22382
1500,Mắm ăn cơm,cơm,cooked rice,1,Canh bầu nấu thịt,DIFFERENT,"Mắm là gia vị, cơm là lương thực",22450
1509,hột tương,tương ớt,chili sauce,1,Khô cá lóc chay,DIFFERENT,"Hột tương là đậu nành lên men, không phải tương ớt",22623
1517,hoa chuôi,nước,water,1,Hoa Chuối Hột Trộn Tôm,DIFFERENT,"Hoa chuối là rau, không phải nước",22739
1528,vỏ bò bía,thịt bò,beef,1,Nem bơ hải sản,DIFFERENT,"Vỏ bò bía là bánh tráng, không phải thịt bò",22795
1538,Hành tím gừng lá chanh,hành lá,green onion,1,Gỏi gà rau càng cua,DIFFERENT,"Hành tím, gừng, lá chanh khác hành lá",22901
1543,huyết vịt lớn,huyết heo,pork blood,1,Nui giò heo,DIFFERENT,Huyết vịt khác hoàn toàn huyết heo,22953
1544,rau Càng Cua,cua,crab,1,"Salad Rau Càng Cua, Trứng, Thịt Bò",DIFFERENT,"Rau càng cua là thực vật, không phải cua",22961
1546,bắp nếp,gạo nếp,glutinous rice,1,Bắp Nếp Hầm Sườn Heo,DIFFERENT,"Bắp nếp là ngô, không phải gạo nếp",23003
1547,trai dưa tươi,dưa,pickles,1,Tôm Càng Xanh Luộc Nước Dừa Tươi,DIFFERENT,Trái dừa (lỗi chính tả) khác dưa,23007
1570,Hành ngò bột nêmtiêu,Bột (chung),flour,1,Bông bí nhồi thịt nấu canh,DIFFERENT,Hành ngò nêm tiêu không phải bột,23526
1582,miến tỏi đen hoặc miến thường,tỏi,garlic,1,Miến cá nấu cà,DIFFERENT,"Miến tỏi đen là miến, không phải tỏi",23654
1593,thanh cua surimi,cua,crab,1,Mì Gói Nấu Nấm Mỡ & Thanh Cua Surimi,DIFFERENT,"Thanh cua làm từ cá, không phải cua",23856
1602,bò lát chay,thịt bò,beef,1,SP.0814 - Khổ Qua Xào Bò Chay,DIFFERENT,"Bò lát chay là đồ giả mặn, không phải thịt bò",23958
1604,Rau ăn kèm bắp chuối bào giá rau cải con rau húng lũi hoặc rau thơm xà lách,bắp cải,cabbage,1,Mì QUẢNG sườn-tôm,DIFFERENT,"Hỗn hợp rau sống, không phải bắp cải",24000
1608,nước ngọt có ga,nước,water,1,Bánh khọt mì tôm,DIFFERENT,Nước ngọt có ga khác hoàn toàn nước lọc,24058
1609,Dưa leo ớt,ớt,chili pepper,1,Cơm chiên hải sản,DIFFERENT,Hỗn hợp dưa leo và ớt,24072
1610,sườn lát,sườn heo,pork ribs,1,Giò heo cuộn chiên giòn (món chay),DIFFERENT,Sườn lát chay khác hoàn toàn sườn heo thật,24095
1616,nước tương ít mặn,nước,water,1,Nấm kho tàu hủ,DIFFERENT,"Nước tương là gia vị, không phải nước lọc",24142
1622,hũ đậu ngâm đóng hộp,đậu hũ,tofu,1,Taco thịt bò và taco tôm cá với salsa xoài,DIFFERENT,"Đậu đóng hộp thường là đậu hạt, không phải đậu hũ",24198
1624,cu cà rôt,cà tím,eggplant,1,"Đậu hủ xào nấm mèo,cà rốt và tàu hủ ki",DIFFERENT,Cà rốt khác hoàn toàn cà tím,24212
1628,cải trắng lớn,cải thảo,napa cabbage,1,DƯA món (Rau củ quả ngâm mắm đường),DIFFERENT,Cải trắng (củ cải) khác hoàn toàn cải thảo,24376
1629,su hào lớn hoặc đu đủ xanh chưa chín,su su,chayote,1,DƯA món (Rau củ quả ngâm mắm đường),DIFFERENT,Su hào/đu đủ khác hoàn toàn su su,24378
1630,Hành hoa ko cần thiết,cần tây,celery,1,Đậu sốt nấm kiểu Trung,DIFFERENT,Hành hoa khác hoàn toàn cần tây,24395
1634,cần tàu cắt khúc cm,cần tây,celery,1,Cá Thu Nấu Ngót,DIFFERENT,Cần tàu khác hoàn toàn cần tây (cần Mỹ),24426
1636,Xà lách mỡ,mỡ,lard,1,🌱 Bento Salad Bơ & Nấm Mỡ Sốt Quýt,DIFFERENT,"Xà lách mỡ là rau, không phải mỡ động vật",24449
1638,Vừng rang lạc rang,đậu phộng,peanut,1,Nộm rau càng cua,DIFFERENT,Vừng và lạc (đậu phộng) là hai loại khác nhau,24487
1640,riềng củ hành củ tỏi miếng nghệ nhỏ lá lốt,hành lá,green onion,1,Cá tầm nướng riềng,DIFFERENT,"Hỗn hợp gia vị củ, không có hành lá",24532
1643,Hành củ dầu ăn hoặc mỡ,dầu ăn,Vegetable Oil,1,Rau bắp cải xào,DIFFERENT,"Hỗn hợp hành và chất béo, không chỉ dầu ăn",24547
1651,rau cần nước lấy phần cọng,cần tây,celery,1,Bún Gạo Xào Tim Heo,DIFFERENT,Cần nước khác hoàn toàn cần tây,24613
1662,đậu bắp rau cần tây,đậu bắp,okra,1,Lá hoành thánh chiên kèm rau củ xào,DIFFERENT,Hỗn hợp đậu bắp và cần tây,24741
1664,rau câu chân vịt khô,thịt vịt,duck,1,Chè rau câu chân vịt,DIFFERENT,"Rau câu chân vịt là tảo, không phải thịt vịt",24754
1667,Rau ăn kèm cải con giá bắp chuối,bắp cải,cabbage,1,Mì lá tươi trộn thịt băm,DIFFERENT,"Hỗn hợp rau sống, không phải bắp cải",24811
1670,Bắp mỹ cà rốt,cà rốt,carrot,1,Soup tôm bong bóng cá,DIFFERENT,Hỗn hợp bắp và cà rốt,24863
1671,Nấm đông cô bột bắp,Bột (chung),flour,1,Soup tôm bong bóng cá,DIFFERENT,Nấm đông cô khác hoàn toàn bột bắp,24864
1682,tiết heo,thịt heo,pork,1,Cổ vịt nhồi tiết heo,DIFFERENT,"Tiết heo là máu, không phải thịt heo",25083
1690,cà ra to,cà tím,eggplant,1,Lẩu riêu cua lông/ cà ra,DIFFERENT,"Con cà ra là loại cua, không phải cà tím",25202
1691,Mẻ mắm tôm,Tôm muối,Salted shrimp,1,Lẩu riêu cua lông/ cà ra,DIFFERENT,Mẻ mắm tôm khác hoàn toàn tôm muối hạt,25204
1699,cà ra,cà tím,eggplant,1,Riêu cà ra (cua lông),DIFFERENT,"Con cà ra là loại cua, không phải cà tím",25269
1703,tomato sauce,cà chua,tomato,1,Nui lứt xào bò và nấm kim châm,DIFFERENT,"Sốt cà chua là gia vị, không phải quả cà chua",25309
1704,Mắm ngò,nước mắm,fish sauce,1,Phi Lê Cá Điêu Hồng Chiên Giòn Chấm Mắm Ngò,DIFFERENT,"Mắm ngò là nước chấm, không phải nước mắm thuần",25342
1706,tàu hũ ky lá khô,lá,leaves,1,Đậu hũ sốt chanh dây hạt chia,DIFFERENT,Tàu hũ ky khác với lá (chung chung),25350
1709,catfish,cá trê,catfish,1,Cháo catfish(cá bông lau),DIFFERENT,Cá bông lau khác loài với cá trê,25385
1714,tim heo kg,thịt heo,pork,1,Tim heo trộn,DIFFERENT,"Tim heo là nội tạng, không phải thịt heo",25403
1716,phở sắn,sắn,cassava,1,Phở sắn chiên giòn sốt mực xào rau củ chua ngọt,DIFFERENT,"Phở sắn là sợi phở, không phải củ sắn",25409
1727,Thanh cua,cua,crab,1,Canh hải sản nấu nấm,DIFFERENT,"Thanh cua thường làm từ cá, không phải cua",25535
1733,cải trắng nhỏ,cải thảo,napa cabbage,1,Mì Bò Viên,DIFFERENT,Cải trắng nhỏ (củ cải) khác cải thảo,25552
1735,tôm sắt biển,tôm thẻ loại to,shrimp,1,Cải Bẹ Trắng Xào Tôm Sắt,DIFFERENT,Tôm sắt khác hoàn toàn tôm thẻ,25560
1736,cải bẹ trắng,cải thảo,napa cabbage,1,Cải Bẹ Trắng Xào Tôm Sắt,DIFFERENT,Cải bẹ trắng khác hoàn toàn cải thảo,25561
1738,Tôm sắt bóc nõn,tôm thẻ loại to,shrimp,1,Canh rau muống nấu tôm sắt,DIFFERENT,Tôm sắt khác hoàn toàn tôm thẻ,25576
1739,Rau củ hỗn hợp chén mắm,rau sống,fresh herbs,1,Cơm rang hải sản kimchi,DIFFERENT,Rau củ hỗn hợp khác với rau sống,25582
1740,Lá bò bía,thịt bò,beef,1,Chả nem nấm,DIFFERENT,"Lá bò bía là vỏ bánh, không phải thịt bò",25596
1742,tóc tiên to bằng quả trứng gà,Trứng gà,Chicken Egg,1,Súp Tôm Tóc Tiên,DIFFERENT,"Tóc tiên là rong/nấm, không phải trứng gà",25605
1743,tôm tít tươi sống,tôm thẻ loại to,shrimp,1,Tôm tít (bề bề) bóc nõn xào rau quả,DIFFERENT,Tôm tít (bề bề) khác hoàn toàn tôm thẻ,25615
1744,rau cân,rau câu,agar / agar-agar,1,Canh cá nâu nấu ngót,DIFFERENT,Rau cân (cần) khác hoàn toàn rau câu,25620
1748,Xốt cà chua,cà chua,tomato,1,Nui sò xốt nấm cà chua,DIFFERENT,Xốt cà chua khác với quả cà chua tươi,25641
1749,thịt gà nạc,nạc heo,lean pork,1,Canh Yellow Squash thịt gà,DIFFERENT,Thịt gà khác hoàn toàn nạc heo,25645
1750,Gia vi ngò,ngò gai,culantro,1,Canh Yellow Squash thịt gà,DIFFERENT,Ngò (mùi) khác hoàn toàn ngò gai,25646
1753,súp,súp chay,vegetarian soup,1,Bún Nưa Nấu Tôm & Rong Biển,DIFFERENT,"Súp là món ăn, không phải súp chay",25675
1761,Oyster,nấm đùi gà,king oyster mushroom,1,Mướp khía xào nấm và miến,DIFFERENT,Oyster (hàu/nấm bào ngư) khác nấm đùi gà,25835
1768,bánh đa đỏ,bánh phở,pho noodles,1,Bánh Đa Đỏ Trộn Thịt Bò,DIFFERENT,Bánh đa đỏ khác hoàn toàn bánh phở,25909
1774,Xà lách mỡ Iceberg,mỡ,lard,1,"💚 Salad Nấm Mỡ, Olive & Phô Mai Feta",DIFFERENT,"Xà lách mỡ là rau, không phải mỡ",26092
1778,thịt cá mặn,Cá tuyết muối,Salted cod,1,SP.0787 - Tàu Hũ Non Chưng Thịt Xay & Cá Mặn,DIFFERENT,Cá mặn VN khác cá tuyết muối,26150
1780,cá mặn,Cá tuyết muối,Salted cod,1,Cơm chiên thịt quay cá mặn,DIFFERENT,Cá mặn VN khác cá tuyết muối,26182
1782,bò lát,thịt bò,beef,1,Thịt nạc kho tiêu (món chay),DIFFERENT,Bò lát chay khác với thịt bò mặn,26208
1792,cá chai khô đã rút xương,cá chỉ vàng,yellowstripe scad,1,Cá chai khô rim mắm đường,DIFFERENT,Cá chai khác hoàn toàn cá chỉ vàng,26386
1793,Ngo rihanh lá,lá,leaves,1,Canh đọt nhãn lồng nấu tôm tươi,DIFFERENT,"Ngò rí, hành lá không phải lá (chung)",26393
1797,đọt nhãn lồng,nhãn,longan,1,SP.0783 - Canh Đọt Nhãn Lồng Nấu Chả Cá,DIFFERENT,Đọt nhãn lồng (lạc tiên) không phải nhãn,26431
1798,Lá ngò tây dùng để trang trí,lá,leaves,1,Cá Hồi Sốt Cam Tỏi Ớt,DIFFERENT,Ngò tây (parsley) không phải lá (chung),26458
1799,hành tây tím nhỏ,hành tím,shallot,1,Đậu Cô Ve Xào Thịt Heo,DIFFERENT,Hành tây tím khác với hành tím (hành ta),26473
1825,cá sủ tầm kg,cá tầm,sturgeon,1,Cá sủ nấu măng chua,DIFFERENT,Cá sủ và cá tầm là hai loài khác nhau,26837
1833,cốt cà phê,cà tím,eggplant,1,Rau Câu Sơn Thuỷ,DIFFERENT,Cà phê khác hoàn toàn cà tím,26914
1835,cá lạc phi lê,đậu phộng,peanut,1,SP.0775 - Cá Lạc Chiên Sả Hành,DIFFERENT,"Cá lạc là cá, không phải đậu phộng",26962
1836,than hoa,nước,water,1,Thịt Heo Xiên Que Nướng Lá Chuối,DIFFERENT,"Than hoa là chất đốt, không phải nước",26992
1837,Mắm tôm pha,Tôm muối,Salted shrimp,1,Đậu Hủ Chiên Giòn Chấm Mắm Tôm Kèm Kinh Giới Tía Tô,DIFFERENT,Mắm tôm khác với tôm muối,27023
1847,tôm mũ ni con kkg,tôm thẻ loại to,shrimp,1,Ghẹ và tôm mũ ni luộc cạn với sả,DIFFERENT,Tôm mũ ni khác loài với tôm thẻ,27171
1848,Thảo mộc luộc lòng,nấm mèo,wood ear mushroom,1,Đồ Lòng Bò Xào Rau Răm Ngũ Vị Hương,DIFFERENT,Thảo mộc khác hoàn toàn nấm mèo,27184
1871,Bánh phở tráng chảo từ phụ phẩm làm mì căn hoặc phở tươi phở khô,bánh tráng,rice paper,1,Bánh Phở Tráng Chảo Trộn Thịt Xào,DIFFERENT,Bánh phở khác hoàn toàn bánh tráng,27543
1873,tôm biển nõn,tôm viên,shrimp balls,1,Rau tập tàng nấu tôm,DIFFERENT,Tôm nõn tươi khác với tôm viên,27569
1875,Rau dền dền đỏ dền trắng hay dền cơm đều được,cơm,cooked rice,1,Canh rau dền nấu tép,DIFFERENT,Rau dền cơm khác hoàn toàn cơm,27576
1876,bánh đa đỏ bánh đa cua,cua,crab,1,Bánh đa đỏ tôm chả cá,DIFFERENT,Bánh đa cua khác hoàn toàn cua,27591
1877,củ ngải bún,bún,rice vermicelli,1,Bún cá lóc hương vị Khmer,DIFFERENT,"Ngải bún là củ, không phải bún",27599
1880,bánh tráng dẻo không cần nhúng nước hiệu Phương Trang,cần tây,celery,1,Cá sòng luộc cạn cuốn bánh tráng chấm mắm tôm,DIFFERENT,Bánh tráng khác hoàn toàn cần tây,27613
1882,cá măng,măng,bamboo shoots,1,Cá Măng Nấu Lá É,DIFFERENT,"Cá măng là cá, không phải măng",27726
1887,Gia vị chiên cá,cá hồng,snapper,1,Bún cá hồng chấm,DIFFERENT,Gia vị chiên khác với cá hồng,27780
1902,Tôm thịt nạc rang,ram tôm,shrimp rolls,1,Cơm Tôm Thịt Nạc Rang & Rau Luộc Eat Clean,DIFFERENT,Tôm thịt rang khác món ram tôm,27953
1903,Giá đỗ bắp cải tim luộc,bắp cải,cabbage,1,Cơm Tôm Thịt Nạc Rang & Rau Luộc Eat Clean,DIFFERENT,"Hỗn hợp rau, không chỉ bắp cải",27955
1904,Xà lách cà rốt bắp cải tím,cà rốt,carrot,1,Bún Trộn Tôm & Thịt Nạc Eat Clean,DIFFERENT,"Hỗn hợp salad, không chỉ cà rốt",27958
1905,Mì chũ rau củ vắt,lá mì,cassava leaves,1,Mì Chũ Xào Bò,DIFFERENT,"Mì chũ làm từ gạo, không phải lá mì",27982
1906,chao môn,khoai môn,taro,1,SP.0760 - Khô Thịt Chay,DIFFERENT,Chao môn là đậu phụ lên men với môn,27988
1910,Thịt heo bằm trứng gà,Trứng gà,Chicken Egg,1,"Mì trộn thịt heo bằm, trứng ốp la",DIFFERENT,Gồm thịt bằm và trứng gà,28044
1911,Cải ngọt cải thìa cải thảo bắp cải,cải thảo,napa cabbage,1,"Mì trộn thịt heo bằm, trứng ốp la",DIFFERENT,Hỗn hợp nhiều loại cải,28046
1913,Nước tương tamari,nước,water,1,🌱 Mì Chũ Xào Rau Củ Chay (Vegan),DIFFERENT,"Nước tương là gia vị, không phải nước",28099
1916,Bắp cải cà rốt nấm bào ngư nấm mèo,nấm mèo,wood ear mushroom,1,Há cảo rau củ,DIFFERENT,Hỗn hợp nhiều loại nấm và rau,28152
1917,Hành lá bột nêmtiêuđường,hành lá,green onion,1,Há cảo rau củ,DIFFERENT,"Hỗn hợp gia vị, không chỉ hành lá",28153
1918,Nước tương tỏiớt,nước,water,1,Há cảo rau củ,DIFFERENT,Nước tương không phải là nước,28155
