pattern_id,raw_name,wrong_name,wrong_en,correct_name,confidence,note,row_count,dish_examples,status,source_file,row_ids
1,nước tương,nước,water,Nước tương,high,,203,Tôm rim bơ tỏi | Cơm Chiên Gà Rau Củ | Filet Cá Ba Sa Kho Xoài Sấy Dẻo,HAS_FIX,1 copy 41.json,"20933,20946,20979,21145,21436,21481,21523,21563,21594,21633,21660,21889,22557,22830,22946,22969,23058,23109,23340,23767,23946,23974,24441,24457,25075,25378,26849,27123,27344,27819,27934,28296,28342,28535,28639,28721,29072,29165,29254,29492,29798,29823,29864,30098,30153,30167,30256,30345,30486,30504,31057,31077,31125,31155,31204,31307,31394,31455,31474,31548,31595,31645,31660,31716,31751,32091,32244,32322,32779,32850,32884,33065,33073,33154,33195,33255,33273,33431,33493,33689,33734,33930,33967,34029,34808,35270,35387,35480,35501,35512,35595,35695,35871,36815,36938,37019,37318,37381,37389,37512,37602,37634,37650,37813,38014,38086,38094,38315,38461,38618,38867,39037,39210,39238,39365,39385,39528,39551,40264,40634,40798,40804,41348,41388,42077,42149,42186,42263,42314,42436,42526,42665,42807,44709,46158,46466,46490,46549,46979,47339,47430,47501,47574,47821,47909,47917,48032,50083,51067,51112,51196,51242,51511,52871,52901,53196,53232,53550,53567,53625,53726,53815,53831,53843,54126,54302,54576,58495,60229,60892,60907,60913,60932,60998,61008,61077,61621,61652,61768,62028,62177,62185,62275,62319,62418,62441,62590,62876,62900,62925,63040,63274,63379,63486,63517,63664,63721,63765,63843,63915,63951,64100,64130"
1626,táo đỏ Tân Cương,táo,apple,Táo đỏ khô,high,,1,SP.0802 - Canh Xương Ống Heo Tiềm Tam Bảo,HAS_FIX,1 copy 30.json,24353
1627,Ngò rí chanh,chanh,lime,Ngò rí và chanh,high,,1,Ragout Bò,HAS_FIX,1 copy 30.json,24373
1628,cải trắng lớn,cải thảo,napa cabbage,Củ cải trắng,high,,1,DƯA món (Rau củ quả ngâm mắm đường),HAS_FIX,1 copy 30.json,24376
1629,su hào lớn hoặc đu đủ xanh chưa chín,su su,chayote,Su hào hoặc đu đủ xanh,high,,1,DƯA món (Rau củ quả ngâm mắm đường),HAS_FIX,1 copy 30.json,24378
1630,Hành hoa ko cần thiết,cần tây,celery,Hành hoa,high,,1,Đậu sốt nấm kiểu Trung,HAS_FIX,1 copy 30.json,24395
1631,Hành lá mùi ta ngò rí,hành lá,green onion,Hành lá và ngò rí,high,,1,Canh mọc rau củ,HAS_FIX,1 copy 30.json,24405
1632,Sốt kho đa dụng,sốt,sauce,Sốt kho,high,,1,Cá Bông Lau Kho Tiêu,HAS_FIX,1 copy 30.json,24409
1633,mỡ nước hoặc dầu ăn,mỡ,lard,Mỡ nước hoặc dầu ăn,high,,1,Cá Lóc Bông Kho Tiêu,HAS_FIX,1 copy 30.json,24413
1634,cần tàu cắt khúc cm,cần tây,celery,Cần tàu,high,"Loại cần nhỏ, khác cần tây lớn",1,Cá Thu Nấu Ngót,HAS_FIX,1 copy 30.json,24426
1635,hành tây trái ớt ít hành hoa,ớt,chili pepper,"Hành tây, ớt và hành hoa",high,,1,Tàu hũ trứng Nhật Bản sốt nấm,HAS_FIX,1 copy 30.json,24431
1636,Xà lách mỡ,mỡ,lard,Xà lách mỡ,high,Một loại rau xà lách,1,🌱 Bento Salad Bơ & Nấm Mỡ Sốt Quýt,HAS_FIX,1 copy 30.json,24449
1637,thịt nạc dăm lựa loại nhiều mỡ,nạc heo,lean pork,Thịt nạc dăm,high,,1,Rêu Đá - Thịt Viên Tẩm Bột Xù Sốt Mật Ong,HAS_FIX,1 copy 30.json,24459
1638,Vừng rang lạc rang,đậu phộng,peanut,Vừng và lạc rang,high,,1,Nộm rau càng cua,HAS_FIX,1 copy 30.json,24487
1639,Lá vừng,lá,leaves,Lá mè,high,Lá vừng Hàn Quốc (Kkaennip),1,Thịt lợn nướng ướp kiểu Hàn Quốc,HAS_FIX,1 copy 30.json,24507
1640,riềng củ hành củ tỏi miếng nghệ nhỏ lá lốt,hành lá,green onion,Gia vị nướng riềng,high,"Gồm riềng, hành, tỏi, nghệ, lá lốt",1,Cá tầm nướng riềng,HAS_FIX,1 copy 30.json,24532
1641,rau súp lơ baby,bông cải,broccoli,Súp lơ baby,high,,1,Thịt nai xào súp lơ baby,HAS_FIX,1 copy 30.json,24535
1642,Hành tím chanh hoặc nước cốt chanh ớt,hành tỏi ớt,garlic chili mix,"Hành, chanh và ớt",high,,1,Bún cá hồi,HAS_FIX,1 copy 30.json,24540
1643,Hành củ dầu ăn hoặc mỡ,dầu ăn,Vegetable Oil,"Hành, dầu hoặc mỡ",high,,1,Rau bắp cải xào,HAS_FIX,1 copy 30.json,24547
1644,nước tô,nước,water,Nước,medium,Có thể là lỗi gõ 'nước lọc',1,Rau bắp cải xào,HAS_FIX,1 copy 30.json,24548
1645,Gia vị tỏi,tỏi,garlic,Tỏi,high,,1,Rau đậu Hoà lan xào nấm,HAS_FIX,1 copy 30.json,24562
1646,ớt chuông củ hành tây,ớt,chili pepper,Ớt chuông và hành tây,high,,1,Cá diêu hồng hấp xì dầu,HAS_FIX,1 copy 30.json,24578
1647,Nước tương dầu hào ớt,ớt,chili pepper,"Hỗn hợp tương, hào, ớt",high,,1,Cá tầm kho tộ với quả cọ,HAS_FIX,1 copy 30.json,24585
1648,mộc nhĩ hành khô nước tương dầu hào ớt hành lá,hành lá,green onion,Gia vị tổng hợp,high,,1,"Quả cọ nhồi thịt sốt nước tương, dầu hào",HAS_FIX,1 copy 30.json,24589
1649,tôm đất tép bạc làm sạch,tôm thẻ loại to,shrimp,Tôm đất hoặc tép bạc,high,,1,Canh Đu Đủ Hườm Nấu Tôm Đất,HAS_FIX,1 copy 30.json,24595
1650,tim heo nhỏ khoảng gr,thịt heo,pork,Tim heo,high,,1,Bún Gạo Xào Tim Heo,HAS_FIX,1 copy 30.json,24611
1651,rau cần nước lấy phần cọng,cần tây,celery,Rau cần nước,high,,1,Bún Gạo Xào Tim Heo,HAS_FIX,1 copy 30.json,24613
1652,Cá chim chiên nghệ,cá chim,pomfret,Cá chim,high,,1,Cá chim biển trắng chiên nghệ và canh hầm đậu củ quả,HAS_FIX,1 copy 30.json,24628
1653,ớt chuông vàng đỏ và xanh,ớt,chili pepper,Ớt chuông,high,,1,Nấm xào ớt chuông,HAS_FIX,1 copy 30.json,24648
1654,Tôm càng xanh sống,tôm thẻ loại to,shrimp,Tôm càng xanh,high,,1,Tôm kho tàu,HAS_FIX,1 copy 30.json,24653
1655,Tỏi phibột nêmtiêu,tỏi,garlic,Gia vị tỏi phi,high,,1,Chuối cao làm từ mực,HAS_FIX,1 copy 30.json,24669
1656,tôm càng lúa,tôm thẻ loại to,shrimp,Tôm càng,high,Tôm càng sống ở ruộng lúa,1,Tôm Càng Lúa Nướng Mọi,HAS_FIX,1 copy 30.json,24671
1657,ớt chuông vàng quả ớt chuông đỏ,ớt,chili pepper,Ớt chuông,high,,1,"Xà lách carol trộn nấm, đậu khuôn",HAS_FIX,1 copy 30.json,24682
1658,Măng chua,măng,bamboo shoots,Măng chua,high,,1,Canh cá nâu măng chua,HAS_FIX,1 copy 30.json,24686
1659,ngò gai ngò ôm,ngò gai,culantro,Ngò gai và rau ngổ,high,Ngò ôm là rau ngổ,1,Canh cá nâu măng chua,HAS_FIX,1 copy 30.json,24690
1660,mướp khía,mướp,luffa,Mướp khía,high,,1,Mướp khía xào bò,HAS_FIX,1 copy 30.json,24692
1661,tôm rang chín,ram tôm,shrimp rolls,Tôm rang,high,,1,Bánh khọt tôm phiên bản mì lá,HAS_FIX,1 copy 30.json,24727
1662,đậu bắp rau cần tây,đậu bắp,okra,Đậu bắp và cần tây,high,,1,Lá hoành thánh chiên kèm rau củ xào,HAS_FIX,1 copy 30.json,24741
1663,cá sơn thóc,cá sơn,reef fish,Cá sơn thóc,high,,1,Cá Sơn Thóc Nấu Ngót,HAS_FIX,1 copy 30.json,24745
1664,rau câu chân vịt khô,thịt vịt,duck,Rau câu chân vịt khô,high,Một loại tảo biển,1,Chè rau câu chân vịt,HAS_FIX,1 copy 30.json,24754
1665,lá mì tươi,mì,noodles,Mì lá tươi,high,,1,Mì Lá cuốn cá ngừ,HAS_FIX,1 copy 30.json,24790
1666,nén dầu phụng,hành tăm (củ nén),shallot,Củ nén và dầu phộng,high,,1,Mì Quảng tôm gà trứng,HAS_FIX,1 copy 30.json,24805
1667,Rau ăn kèm cải con giá bắp chuối,bắp cải,cabbage,Rau ăn kèm tổng hợp,high,,1,Mì lá tươi trộn thịt băm,HAS_FIX,1 copy 30.json,24811
1668,hoành thánh lá,lá,leaves,Hoành thánh lá,high,,1,Hoành thánh lá bọc thịt chiên giòn,HAS_FIX,1 copy 30.json,24813
1669,bò gân,thịt bò,beef,Gân bò,high,,1,Bò kho dùng với mì lá tươi,HAS_FIX,1 copy 30.json,24818
1670,Bắp mỹ cà rốt,cà rốt,carrot,Bắp Mỹ và cà rốt,high,,1,Soup tôm bong bóng cá,HAS_FIX,1 copy 30.json,24863
1671,Nấm đông cô bột bắp,Bột (chung),flour,Nấm đông cô và bột bắp,high,,1,Soup tôm bong bóng cá,HAS_FIX,1 copy 30.json,24864
1672,Trứng cút trứng gà,trứng cút,quail eggs,Trứng cút và trứng gà,high,,1,Soup tôm bong bóng cá,HAS_FIX,1 copy 30.json,24866
1673,Khô cá đù,cá lù đù,croaker fish,Khô cá lù đù,high,,1,Khô cá đù chưng thịt băm,HAS_FIX,1 copy 30.json,24875
1674,Hành lá gừng,hành lá,green onion,Hành lá và gừng,high,,1,Khô cá đù chưng thịt băm,HAS_FIX,1 copy 30.json,24877
1675,Hành sả băm,sả,lemongrass,Hành sả băm,high,,1,Mì lá tươi cuốn thịt nướng,HAS_FIX,1 copy 30.json,24907
1676,tôm sắt hoặc nớt size nhỏ,tôm thẻ loại to,shrimp,Tôm sắt,high,,1,Súp gà bong bóng cá,HAS_FIX,1 copy 30.json,24953
1677,lá mè lá vừng,Mè (Vừng),sesame seeds,Lá mè,high,,1,Nấm Cuộn Lá Mè Chay,HAS_FIX,1 copy 30.json,24963
1678,Vỏ tôm và đầu tôm,tôm thẻ loại to,shrimp,Tôm,high,Vỏ và đầu tôm dùng nấu nước dùng,1,Bún suông tôm,HAS_FIX,1 copy 30.json,24982
1679,Bánh đa nướng,bánh,cake,Bánh đa nướng,high,,1,Mì Quảng ếch đơn giản,HAS_FIX,1 copy 30.json,25043
1680,Sốt kho chay,sốt,sauce,Sốt kho chay,high,,1,Nấm Kho Lá Gừng Chay,HAS_FIX,1 copy 30.json,25072
1681,cổ vịt,cổ cánh vịt,duck neck wing,Cổ vịt,high,,1,Cổ vịt nhồi tiết heo,HAS_FIX,1 copy 30.json,25081
1682,tiết heo,thịt heo,pork,Tiết heo,high,,1,Cổ vịt nhồi tiết heo,HAS_FIX,1 copy 30.json,25083
1683,bạc hà đậu bắp,bạc hà,mint,Bạc hà và đậu bắp,high,Bạc hà là dọc mùng,1,Canh chua cá sơn thóc,HAS_FIX,1 copy 30.json,25087
1684,thơm rau ngỗ,rau thơm,herbs,Thơm và rau ngổ,high,Thơm là dứa,1,Canh chua cá sơn thóc,HAS_FIX,1 copy 30.json,25089
1685,me hành lá,hành lá,green onion,Me và hành lá,high,,1,Canh chua cá sơn thóc,HAS_FIX,1 copy 30.json,25090
1686,nui gạo lứt,gạo,rice,Nui gạo lứt,high,,1,Nui Lứt Nấu Nấm Và Thịt Băm,HAS_FIX,1 copy 30.json,25100
1687,rau ngót Nhật,rau ngót,sweet leaf bush,Rau ngót Nhật,high,,1,Canh rau ngót Nhật thịt bằm,HAS_FIX,1 copy 30.json,25139
1688,bún nưa gr,bún,rice vermicelli,Bún nưa,high,,1,Bún nưa xào mực,HAS_FIX,1 copy 30.json,25196
1689,Gia vịmì chính nước mắmớt xaynước tương tỏi ớt chinsu,ớt,chili pepper,Gia vị tổng hợp,high,,1,Bún nưa xào mực,HAS_FIX,1 copy 30.json,25200
1690,cà ra to,cà tím,eggplant,Con cà ra,high,Một loại cua sông/cua lông,1,Lẩu riêu cua lông/ cà ra,HAS_FIX,1 copy 30.json,25202
1691,Mẻ mắm tôm,Tôm muối,Salted shrimp,Mẻ và mắm tôm,high,,1,Lẩu riêu cua lông/ cà ra,HAS_FIX,1 copy 30.json,25204
1692,rong chân vịt,rong biển,seaweed,Rong chân vịt,high,,1,Nước rau câu rong chân vịt nha đam,HAS_FIX,1 copy 30.json,25246
1693,lá nha đam,lá,leaves,Nha đam,high,,1,Nước rau câu rong chân vịt nha đam,HAS_FIX,1 copy 30.json,25250
1694,súp cô đặc,súp,soup,Nước dùng cô đặc,high,,1,Canh Củ Hồi Thịt Viên,HAS_FIX,1 copy 30.json,25253
1695,đậu cove,đậu que,green beans,Đậu cove,high,,1,Vetula: Nui lứt xào trứng ăn với chả mực và rau củ luộc,HAS_FIX,1 copy 30.json,25256
1696,Chả mực,chả,sausage,Chả mực,high,,1,Vetula: Nui lứt xào trứng ăn với chả mực và rau củ luộc,HAS_FIX,1 copy 30.json,25257
1697,bắp tách hạt tùy loại rau củ,bắp ngọt,sweet corn,Bắp hạt,high,,1,Nui lứt nấu tôm,HAS_FIX,1 copy 30.json,25262
1698,Cải cay,rau cải đắng,bitter greens,Rau cải bẹ xanh,high,Cải cay thường là cải bẹ xanh,1,Cá chìa vôi nướng sa tế,HAS_FIX,1 copy 30.json,25268
1699,cà ra,cà tím,eggplant,Con cà ra,high,,1,Riêu cà ra (cua lông),HAS_FIX,1 copy 30.json,25269
1700,Hành lá hành khô mùi tàu gia vị,hành lá,green onion,Gia vị và rau thơm,high,,1,"Canh sườn, móng giò nấu khoai tây, nấm mỡ",HAS_FIX,1 copy 30.json,25286
1701,nui gạo lứt,nui,pasta,Nui gạo lứt,high,,1,Nui Lứt Nấu Nấm,HAS_FIX,1 copy 22.json,25287
1702,rau củ broccoli carrots đậu ve ớt chuông hành,bông cải,broccoli,Rau củ hỗn hợp,high,"Gồm bông cải, cà rốt, đậu ve, ớt chuông, hành",1,Rau củ xào kim châm,HAS_FIX,1 copy 22.json,25306
1703,tomato sauce,cà chua,tomato,Sốt cà chua,high,,1,Nui lứt xào bò và nấm kim châm,HAS_FIX,1 copy 22.json,25309
1704,Mắm ngò,nước mắm,fish sauce,Mắm ngò,high,Nước mắm pha với ngò rí,1,Phi Lê Cá Điêu Hồng Chiên Giòn Chấm Mắm Ngò,HAS_FIX,1 copy 22.json,25342
1705,Tỏi ớt băm,ớt,chili pepper,Tỏi ớt băm,high,,1,Phi Lê Cá Điêu Hồng Chiên Giòn Chấm Mắm Ngò,HAS_FIX,1 copy 22.json,25344
1706,tàu hũ ky lá khô,lá,leaves,Tàu hũ ky khô,high,,1,Đậu hũ sốt chanh dây hạt chia,HAS_FIX,1 copy 22.json,25350
1707,đuôi heo chặt khoanh,thịt heo,pork,Đuôi heo,high,,1,Nui nấu đuôi heo,HAS_FIX,1 copy 22.json,25365
1708,nui lứt xoắn,nui,pasta,Nui lứt xoắn,high,,1,🌱 Nui Lứt Xoắn Xào Nấm Chay,HAS_FIX,1 copy 22.json,25371
1709,catfish,cá trê,catfish,Cá bông lau,high,Dựa trên chú thích trong raw_name,1,Cháo catfish(cá bông lau),HAS_FIX,1 copy 22.json,25385
1710,Gia vị hành răm thìa là ớt tươi,ớt,chili pepper,"Hành, răm, thì là, ớt",high,,1,Cá hấp xì dầu,HAS_FIX,1 copy 22.json,25390
1711,nấm hương tươi nấm linh chi trắng,nấm hương,shiitake mushroom,"Nấm hương, nấm linh chi",high,,1,Mì soba nấu bò nấm,HAS_FIX,1 copy 22.json,25395
1712,gia vị lẩu Thái,gia vị,seasoning,Gia vị lẩu Thái,high,,1,Mì soba nấu bò nấm,HAS_FIX,1 copy 22.json,25397
1713,Hành lá mùi tàu,hành lá,green onion,"Hành lá, mùi tàu",high,,1,"Canh móng giò, bắp bò nấu khoai tây, cà rốt",HAS_FIX,1 copy 22.json,25402
1714,tim heo kg,thịt heo,pork,Tim heo,high,,1,Tim heo trộn,HAS_FIX,1 copy 22.json,25403
1715,Rau thơm ram răm ớt trái chanh tỏi,rau răm,vietnamese coriander,"Rau thơm, rau răm, ớt, chanh, tỏi",high,,1,Tim heo trộn,HAS_FIX,1 copy 22.json,25405
1716,phở sắn,sắn,cassava,Phở sắn,high,Đặc sản Quế Sơn,1,Phở sắn chiên giòn sốt mực xào rau củ chua ngọt,HAS_FIX,1 copy 22.json,25409
1717,Hành lá tỏi băm,hành lá,green onion,"Hành lá, tỏi băm",high,,1,Phở sắn chiên giòn sốt mực xào rau củ chua ngọt,HAS_FIX,1 copy 22.json,25418
1718,thịt vai băm xay nhỏ,thịt nạc dăm,pork shoulder,Thịt nạc vai băm,high,,1,"Thịt, tôm chưng mắm tép",HAS_FIX,1 copy 22.json,25470
1719,Riềng xay củ sả củ hành khô,sả,lemongrass,"Riềng, sả, hành khô",high,,1,"Thịt, tôm chưng mắm tép",HAS_FIX,1 copy 22.json,25473
1720,tía tô lá lốt,lá lốt,betel leaves,"Tía tô, lá lốt",high,,1,"Đầu, xương cá diêu hồng nấu hoa chuối",HAS_FIX,1 copy 22.json,25478
1721,Mẻ chua gia vị cơ bản,gia vị,seasoning,Mẻ chua,high,,1,"Đầu, xương cá diêu hồng nấu hoa chuối",HAS_FIX,1 copy 22.json,25482
1722,rau mầm đá,rau mầm,microgreens,Rau mầm đá,high,,1,Rau mầm đá luộc,HAS_FIX,1 copy 22.json,25488
1723,Xương heo mình thích hầm củ với xương cổ heo lắm vì phần xương này ăn rất mềm mọng luôn í,thịt heo,pork,Xương cổ heo,high,,1,"Xương heo hầm khoai tây, dền, cà rốt, củ cải trắng",HAS_FIX,1 copy 22.json,25496
1724,Gia vị hành tỏi,tỏi,garlic,"Hành, tỏi",high,,1,"Xương heo hầm khoai tây, dền, cà rốt, củ cải trắng",HAS_FIX,1 copy 22.json,25501
1725,Hành mùi hành củ gia vị,Hành,Scallion,"Hành, ngò, hành tím",high,,1,Canh bí ngòi nấu tôm,HAS_FIX,1 copy 22.json,25521
1726,nấm mỡ nâu,nấm mỡ,button mushroom,Nấm mỡ nâu,high,,1,Nấm mỡ nâu kho chay,HAS_FIX,1 copy 22.json,25533
1727,Thanh cua,cua,crab,Thanh cua,high,,1,Canh hải sản nấu nấm,HAS_FIX,1 copy 22.json,25535
1728,Sò ngao,sò,clam,Ngao,high,,1,Canh hải sản nấu nấm,HAS_FIX,1 copy 22.json,25537
1729,Gia vị cơ bản hành rau mùi,rau mùi,coriander leaves,"Hành, rau mùi",high,,1,Canh hải sản nấu nấm,HAS_FIX,1 copy 22.json,25540
1730,Mì tàu sợi nhỏ,mì,noodles,Mì Tàu,high,,1,Mì Bò Viên,HAS_FIX,1 copy 22.json,25541
1731,Giá hẹ,giá,bean sprouts,"Giá, hẹ",high,,1,Mì Bò Viên,HAS_FIX,1 copy 22.json,25545
1732,Dấm tiều,dấm,vinegar,Giấm tiều,high,,1,Mì Bò Viên,HAS_FIX,1 copy 22.json,25547
1733,cải trắng nhỏ,cải thảo,napa cabbage,Cải chíp nhỏ,medium,Cải trắng nhỏ thường chỉ cải thìa/cải chíp,1,Mì Bò Viên,HAS_FIX,1 copy 22.json,25552
1734,cá ngộ nhỏ nướng cho thơm,cá ngộ,mullet (small-scale),Cá ngộ nướng,high,,1,Mì Bò Viên,HAS_FIX,1 copy 22.json,25553
1735,tôm sắt biển,tôm thẻ loại to,shrimp,Tôm sắt,high,,1,Cải Bẹ Trắng Xào Tôm Sắt,HAS_FIX,1 copy 22.json,25560
1736,cải bẹ trắng,cải thảo,napa cabbage,Cải bẹ trắng,high,,1,Cải Bẹ Trắng Xào Tôm Sắt,HAS_FIX,1 copy 22.json,25561
1737,Dầu ăn mỡ,mỡ,lard,"Dầu ăn, mỡ heo",high,,1,Tôm sắt rim mắm,HAS_FIX,1 copy 22.json,25574
1738,Tôm sắt bóc nõn,tôm thẻ loại to,shrimp,Nõn tôm sắt,high,,1,Canh rau muống nấu tôm sắt,HAS_FIX,1 copy 22.json,25576
1739,Rau củ hỗn hợp chén mắm,rau sống,fresh herbs,Rau củ hỗn hợp,high,,1,Cơm rang hải sản kimchi,HAS_FIX,1 copy 22.json,25582
1740,Lá bò bía,thịt bò,beef,Bánh tráng bò bía,high,,1,Chả nem nấm,HAS_FIX,1 copy 22.json,25596
1741,Trứng nếu ăn ngay còn gói cất tủ ăn dần bỏ qua,Trứng gà,Chicken Egg,Trứng gà,high,,1,Chả nem nấm,HAS_FIX,1 copy 22.json,25597
1742,tóc tiên to bằng quả trứng gà,Trứng gà,Chicken Egg,Rong tóc tiên,high,,1,Súp Tôm Tóc Tiên,HAS_FIX,1 copy 22.json,25605
1743,tôm tít tươi sống,tôm thẻ loại to,shrimp,Tôm tít,high,,1,Tôm tít (bề bề) bóc nõn xào rau quả,HAS_FIX,1 copy 22.json,25615
1744,rau cân,rau câu,agar / agar-agar,Rau cần,medium,"Lỗi chính tả, món cá nấu ngót dùng rau cần",1,Canh cá nâu nấu ngót,HAS_FIX,1 copy 22.json,25620
1745,hành khô gia vị,gia vị,seasoning,Hành khô,high,,1,Bánh đa cua hải sản,HAS_FIX,1 copy 22.json,25636
1746,rau cải đắng hoặc cải ngọt không có thì thay bằng hành lá mùi tàu nhen,hành lá,green onion,Rau cải,medium,,1,Bánh đa cua hải sản,HAS_FIX,1 copy 22.json,25637
1747,bánh đa đỏ tươi Nếu không có thì dùng bánh đa khô nhen,bánh,cake,Bánh đa đỏ,high,,1,Bánh đa cua hải sản,HAS_FIX,1 copy 22.json,25638
1748,Xốt cà chua,cà chua,tomato,Sốt cà chua,high,,1,Nui sò xốt nấm cà chua,HAS_FIX,1 copy 22.json,25641
1749,thịt gà nạc,nạc heo,lean pork,Thịt gà,high,,1,Canh Yellow Squash thịt gà,HAS_FIX,1 copy 22.json,25645
1750,Gia vi ngò,ngò gai,culantro,Ngò rí,high,,1,Canh Yellow Squash thịt gà,HAS_FIX,1 copy 22.json,25646
1751,Bột chiên AjiQuick loại chiên hải sản gói xanh dương,Bột (chung),flour,Bột chiên hải sản,high,,1,Nấm kim châm lắc phô mai,HAS_FIX,1 copy 22.json,25647
1752,phần,giò heo,pork hock,,low,Từ 'phần' quá mơ hồ,1,Bánh canh tôm mực,UNCERTAIN,1 copy 22.json,25665
1753,súp,súp chay,vegetarian soup,Gia vị súp,medium,,1,Bún Nưa Nấu Tôm & Rong Biển,HAS_FIX,1 copy 22.json,25675
1754,húng quế mùi ta ngò rí,quế,Cinnamon,"Húng quế, mùi, ngò rí",high,,1,"Nộm dưa chuột non, tai lợn",HAS_FIX,1 copy 22.json,25689
1755,xương cổ heo,thịt heo,pork,Xương cổ heo,high,,1,SP.0794 - Canh Mướp Xương Heo Đại Táo,HAS_FIX,1 copy 22.json,25707
1756,Hành tỏi mộc nhĩ nấm hương gừng gia vị,tỏi,garlic,"Hành, tỏi, mộc nhĩ, nấm hương, gừng",high,,1,Bún mọc tôm nấu cải làn,HAS_FIX,1 copy 22.json,25729
1757,lá tỏi,tỏi,garlic,Lá tỏi,high,,1,Mực nang xào dưa cải,HAS_FIX,1 copy 22.json,25757
1758,nạc dăm,thịt nạc dăm,pork shoulder,Thịt nạc dăm,high,,1,Thịt chiên xù kiểu Nhật,HAS_FIX,1 copy 22.json,25768
1759,bột ngưu báng,Bột (chung),flour,Bột ngưu báng,high,,1,Bún hải sản chua ngọt thanh nhẹ,HAS_FIX,1 copy 22.json,25791
1760,da gà chiên mắm tỏi,tỏi,garlic,Da gà chiên mắm tỏi,high,,1,Cải thảo xào thịt quay,HAS_FIX,1 copy 22.json,25821
1761,Oyster,nấm đùi gà,king oyster mushroom,Hàu,high,Oyster tiếng Anh là hàu,1,Mướp khía xào nấm và miến,HAS_FIX,1 copy 22.json,25835
1762,Me vắt tùy ăn chua nhiều ít ớt,ớt,chili pepper,"Me vắt, ớt",high,,1,Canh chua cá cam,HAS_FIX,1 copy 22.json,25840
1763,t tỏi chanh,tỏi,garlic,"Tỏi, chanh",high,,1,Cá mè hấp,HAS_FIX,1 copy 22.json,25857
1764,Rau xà lách rau húng rau quế,rau xà lách,lettuce,"Xà lách, húng, quế",high,,1,Phở sắn trộn tôm thịt,HAS_FIX,1 copy 22.json,25861
1765,Rau sống thân chuối ớt,ớt,chili pepper,"Thân chuối, ớt",high,,1,Phở sắn cá lóc,HAS_FIX,1 copy 22.json,25866
1766,Gừng hành,gừng,ginger,"Gừng, hành",high,,1,Cải làn xào nấm chay,HAS_FIX,1 copy 22.json,25897
1767,Dầu hào chay dầu mè nước tương rượu trắng,Mè (Vừng),sesame seeds,"Dầu hào chay, dầu mè, nước tương, rượu trắng",high,,1,Cải làn xào nấm chay,HAS_FIX,1 copy 22.json,25898
1768,bánh đa đỏ,bánh phở,pho noodles,Bánh đa đỏ,high,,1,Bánh Đa Đỏ Trộn Thịt Bò,HAS_FIX,1 copy 22.json,25909
1769,ầu cá mackerel cá ngừ cá ngân cá bạc má thu nhật đều được,dầu ngư,fish oil,Đầu cá,high,Dựa trên dish_example,1,Canh Đầu Cá Mackerel Nấu Cà Chua & Ớt Chuông,HAS_FIX,1 copy 22.json,25951
1770,rau cần tàu,cần tây,celery,Rau cần tàu,high,,1,Bóng bì xào rau củ và nấm,HAS_FIX,1 copy 22.json,25992
1771,Xà lách xanh tím,xà lách tím,red lettuce,"Xà lách xanh, xà lách tím",high,,1,Salad da cá,HAS_FIX,1 copy 22.json,26006
1772,nấm,nấm hương,shiitake mushroom,Nấm hương,high,Dựa trên dish_example,1,Cháo thịt heo 🥓 nấm hương phô mai 🧀,HAS_FIX,1 copy 22.json,26067
1773,Phô mai feta,phô mai,cheese,Phô mai Feta,high,,1,"💚 Salad Nấm Mỡ, Olive & Phô Mai Feta",HAS_FIX,1 copy 22.json,26089
1774,Xà lách mỡ Iceberg,mỡ,lard,Xà lách mỡ,high,,1,"💚 Salad Nấm Mỡ, Olive & Phô Mai Feta",HAS_FIX,1 copy 22.json,26092
1775,Trứng chiên,Trứng gà,Chicken Egg,Trứng chiên,high,,1,Cơm trộn vét tủ (thịt heo ram và trứng chiên) 😆,HAS_FIX,1 copy 22.json,26111
1776,xốt Teriyaki,sốt,sauce,Sốt Teriyaki,high,,1,Đậu hũ chiên xốt Teriyaki,HAS_FIX,1 copy 22.json,26115
1777,sươn non chay,chay,vegetarian,Sườn non chay,high,,1,Mì Ý Spaghetti Xốt Nấm Chay,HAS_FIX,1 copy 22.json,26128
1778,thịt cá mặn,Cá tuyết muối,Salted cod,Cá mặn,high,Cá khô muối mặn,1,SP.0787 - Tàu Hũ Non Chưng Thịt Xay & Cá Mặn,HAS_FIX,1 copy 22.json,26150
1779,tàu hũ non trứng gà,Trứng gà,Chicken Egg,"Tàu hũ non, trứng gà",high,,1,SP.0787 - Tàu Hũ Non Chưng Thịt Xay & Cá Mặn,HAS_FIX,1 copy 22.json,26151
1780,cá mặn,Cá tuyết muối,Salted cod,Cá mặn,high,,1,Cơm chiên thịt quay cá mặn,HAS_FIX,1 copy 22.json,26182
1781,mắm cá thu,cá thu,mackerel,Mắm cá thu,high,,1,Mắm cá thu chưng ba rọi,HAS_FIX,1 copy 22.json,26200
1782,bò lát,thịt bò,beef,Thịt bò lát chay,high,Dựa trên dish_example (món chay),1,Thịt nạc kho tiêu (món chay),HAS_FIX,1 copy 22.json,26208
1783,Gừng hành lá,hành lá,green onion,"Gừng, hành lá",high,,1,Cá mặn chưng thịt,HAS_FIX,1 copy 22.json,26212
1784,thịt ba rọi bò Mỹ,thịt bò,beef,Ba rọi bò Mỹ,high,,1,Đậu Hà Lan Xào Ba Rọi Bò Mỹ,HAS_FIX,1 copy 22.json,26300
