pattern_id,raw_name,wrong_name,wrong_en,row_count,dish_examples,verdict,reason,row_ids
5,hành,hành lá,green onion,79,Thịt bắp giò (đùi heo) nấu giả cầy | Cá chim kho cà chua,SAME,Hành trong món giả cầy thường là hành lá,"6627,8288,8636,8653,8863,9844,10335,10359,10729,10933,10991,11225,12828,12920,13056,13720,13941,14095,14415,15035,15756,16187,16770,17435,17437,17513,19176,19303,19454,21991,22361,22567,26700,27213,28783,29007,30193,31146,31232,32175,32799,33218,33331,33452,33512,33799,33804,34446,34650,34656,35225,35317,35789,36012,36202,36405,36836,36941,37297,37433,38118,38381,38468,38687,39060,39248,39488,40098,41334,42191,42376,43095,45343,45826,46073,46157,46173,46394,48053"
1822,hộp cá tunas,hộp cá ngừ,canned tuna,1,Măng Tây nướng cùng Chả cá Tuna,SAME,Cá tuna chính là cá ngừ,26826
1823,rau spinach đậu cove ớt sừng,ớt,chili pepper,1,Măng Tây nướng cùng Chả cá Tuna,SAME,Raw name chứa thành phần ớt sừng,26827
1824,Rau om ngò gai,rau om,rice paddy herb,1,Canh cá thác lác nấu măng chua,SAME,Rau om là thành phần trong raw name,26836
1826,xả nhánh gừng,gừng,ginger,1,Cá sủ nấu măng chua,SAME,Raw name chứa thành phần gừng,26840
1827,me hoặc sấu mẻ các loại quả chua,me,tamarind,1,Cá sủ nấu măng chua,SAME,Me là một loại quả chua được nhắc tới,26841
1828,Hành răm thìa là ớt hiểm,ớt,chili pepper,1,Cá sủ nấu măng chua,SAME,Raw name chứa thành phần ớt hiểm,26842
1829,sả băm,sả,lemongrass,1,Đậu hủ chiên xả ớt 😋,SAME,Sả băm là sả,26846
1830,ớt sừng băm nhỏ,ớt,chili pepper,1,Đậu hủ chiên xả ớt 😋,SAME,Ớt sừng băm là ớt,26847
1831,bột tỏi hoặc tỏi băm,tỏi,garlic,1,Đậu hủ chiên xả ớt 😋,SAME,Bột tỏi làm từ tỏi,26848
1832,Mắm tôm chanh ớt,ớt,chili pepper,1,Bánh Đa Cua Rau Nhút,SAME,Raw name chứa thành phần ớt,26877
1834,Hành tím tỏi hành lá,hành lá,green onion,1,Măng tươi xào thịt bò,SAME,Raw name chứa thành phần hành lá,26930
1838,Thì là hành,thì là,dill,1,Canh Cá nấu dưa,SAME,Raw name chứa thành phần thì là,27032
1839,đậu nhỏ,đậu,beans,1,Chuối xanh om đậu nấm mỡ,SAME,Đậu nhỏ là một loại đậu,27034
1840,Rau tía tô rau ngò gai,tía tô,perilla leaves,1,Chuối xanh om đậu nấm mỡ,SAME,Raw name chứa thành phần tía tô,27037
1841,Dấm bỗng hoặc Cơm mẻ không có cũng được,dấm,vinegar,1,Chuối xanh om đậu nấm mỡ,SAME,Dấm bỗng là một loại dấm,27038
1842,Nước rang thịt cốt lết,nước cốt,extract,1,Mướp xào thịt xay,SAME,Nước rang thịt là một loại nước cốt,27042
1843,nước hầm xương sườn già,nước,water,1,Canh Khoai Sọ Rau Nhút Nấu Sườn,SAME,Nước hầm xương là nước,27084
1844,Quét mặt lòng đỏ trứng trứng vịt sẽ đẹp nhất dầu mè nước lọc giọt nước hàng,Trứng gà,Chicken Egg,1,Bánh nướng heo mập,SAME,Lòng đỏ trứng vịt/gà đều là trứng,27103
1845,Hành lá tỏi gừng,hành lá,green onion,1,Gan heo xào hành tây,SAME,Raw name chứa thành phần hành lá,27120
1846,bánh canh mua sẵn,bánh,cake,1,Bánh canh chả cá phiên bản lười,SAME,Bánh canh là một loại bánh (sợi),27153
1849,rau tạp tàng mồng tơi rau lang dền đỏ,mồng tơi,malabar spinach,1,Canh rau tạp tàng nấu nghêu,SAME,Raw name chứa thành phần mồng tơi,27210
1850,Rau thơm ngổ điếc ngò gai lá lốt,rau om,rice paddy herb,1,Canh rau tạp tàng nấu nghêu,SAME,Ngổ điếc chính là rau om,27211
1851,thịt vừa nạc vừa mỡ,nạc heo,lean pork,1,Thịt kho trám đen,SAME,Thịt nạc mỡ là một phần nạc heo,27261
1852,tôm thẻ tôm nào cũng được,tôm thẻ loại to,shrimp,1,Tôm rim satế,SAME,Tôm thẻ là nguyên liệu chuẩn,27263
1853,hành lá hành tím tỏi ớt hiểm,hành lá,green onion,1,Tôm rim satế,SAME,Raw name chứa thành phần hành lá,27266
1854,Bầu non hoặc bí non hành Tây ớt chuông hành lá,rau tạp,mixed greens,1,Cá Basa om bầu 🤤,SAME,Hỗn hợp bầu bí chuông là rau tạp,27278
1855,Dầu hào gia vị,gia vị,seasoning,1,Rau mầm cải xào tỏi,SAME,Dầu hào là một loại gia vị,27293
1856,cà chua quả ớt thóc ớt hiểm,cà chua,tomato,1,"Cá ngừ kho dứa, nước dừa",SAME,Raw name chứa thành phần cà chua,27300
1857,gừng củ hành khô củ tỏi,tỏi,garlic,1,"Cá ngừ kho dứa, nước dừa",SAME,Raw name chứa thành phần tỏi,27301
1858,Lá Sen cạn,lá,leaves,1,Lá Sen cạn cuốn thịt bò,SAME,Lá sen cạn là một loại lá,27328
1859,Gan Heo,thịt heo,pork,1,Gan Heo Xào Ngũ Vị,SAME,Gan heo là nội tạng heo,27342
1860,Thịt má lợn tai heo mua sẵn hoặc tự làm,tai heo,pork ear,1,Nộm hoa chuối má lợn,SAME,Raw name chứa thành phần tai heo,27354
1861,mùi ta húng láng,húng láng,spearmint,1,Nộm hoa chuối má lợn,SAME,Húng láng là thành phần trong raw,27356
1862,giò heo lấy phần móng,thịt heo,pork,1,Giò heo nấu khoai sọ,SAME,Móng giò heo là thịt heo,27371
1863,Dâu ănhat nêmhanh tim băm nhohanh lamuôitiêu,hành tím,shallot,1,Cháo tim heo hạt sen,SAME,Raw name (lỗi gõ) chứa hành tím,27386
1864,hành lá thì là,hành lá,green onion,1,Canh cá diếc chua ngọt,SAME,Raw name chứa thành phần hành lá,27485
1865,Thịt nạc vai,thịt nạc dăm,pork shoulder,1,Thịt chiên xù cho bé,SAME,Thịt nạc vai tương đồng nạc dăm,27490
1866,gừng củ tỏi củ hành quả ớt quả cà chua,cà chua,tomato,1,Cá thu sốt cà,SAME,Raw name chứa thành phần cà chua,27495
1867,Gia vị hành lá rau răm thìa là,hành lá,green onion,1,Cá thu sốt cà,SAME,Raw name chứa thành phần hành lá,27496
1868,t xanh ớt đỏ,ớt,chili pepper,1,Cá diếc trứng nấu rau răm,SAME,Ớt xanh ớt đỏ là ớt,27499
1869,rau dền đỏ,rau dền,amaranth greens,1,Rau Dền Đỏ Nấu Chả Cá Thác Lác,SAME,Rau dền đỏ là rau dền,27522
1870,Bánh đa đỏ,bánh,cake,1,Bánh đa đỏ hải sản chay,SAME,Bánh đa đỏ là một loại bánh,27532
1872,lá lốt,lá lốt,betel leaves,1,Rau dền luộc,SAME,Lá lốt gán đúng lá lốt,27565
1874,Húng quế,rau húng chó,mint,1,Bánh Đa Đỏ Trộn Thịt Vịt,SAME,Húng quế miền Bắc gọi húng chó,27573
1878,mắm cá linh cá sặc say nhuyễn,nước mắm,fish sauce,1,Bún cá lóc hương vị Khmer,SAME,Mắm cá say dùng như nước mắm,27600
1879,húng quế,rau thơm,herbs,1,Cá sòng luộc cạn cuốn bánh tráng chấm mắm tôm,SAME,Húng quế là một loại rau thơm,27607
1881,bột me,Bột (chung),flour,1,Cá chỉ vàng sốt me,SAME,Bột me là một dạng bột,27676
1883,lá húng quế trắng lá é trắng,lá,leaves,1,Cá Măng Nấu Lá É,SAME,Lá é là một loại lá,27727
1884,ớt xiêm xanh,ớt,chili pepper,1,Cá Măng Nấu Lá É,SAME,Ớt xiêm xanh là ớt,27728
1885,rau chuối bào,chuối,banana,1,Canh chua bò,SAME,Rau chuối bào làm từ chuối,27749
1886,gan cá thầy tu cá mặt quỷ Monkfish,cá,fish,1,Mì Ý Sốt Gan Cá Monkfish,SAME,Cá thầy tu là một loại cá,27766
1888,Hành tím ớt xanh,hành tỏi ớt,garlic chili mix,1,Cá nục bông kho nước,SAME,Hành tím ớt xanh là hành tỏi ớt,27788
1889,Hành tím ớt,ớt,chili pepper,1,Cá hồng xám um dưa cải muối,SAME,Raw name chứa thành phần ớt,27798
1890,Thì là hành lá,hành lá,green onion,1,Cá hồng xám um dưa cải muối,SAME,Raw name chứa thành phần hành lá,27799
1891,Rau nêm chanh chua,chanh,lime,1,Cá hồng 2 món,SAME,Chanh là thành phần của rau nêm,27803
1892,Gừng tươi chanh hành tây rau thơm ớt sừng,gia vị,seasoning,1,Sách bò bóp chua ngọt,SAME,Hỗn hợp gừng chanh hành là gia vị,27808
1893,Nấm mèo cần tây cà rốt,rau tạp,mixed greens,1,Miến trộn thịt heo rau củ,SAME,Nấm mèo cần cà rốt là rau tạp,27822
1894,cá phèn hồng lớn,cá hồng,snapper,1,Cá Phèn Hồng Kho Cà Chua,SAME,Cá phèn hồng thuộc nhóm cá hồng,27841
1895,Hành hoa mùi thì là,thì là,dill,1,Cá hồng sốt cà chua,SAME,Raw name chứa thành phần thì là,27850
1896,cá hồng cá hường chỉ,cá hường,snapper,1,Cá Hồng Muối Sả Chiên,SAME,Cá hường chỉ là một loại cá hường,27852
1897,hoa cỏ hành three cornered leek tỏi ba góc tỏi hoa ng dã,Tỏi tây (Hành Boaro),leek,1,Bông Tỏi Ba Góc Xào Bò Bằm,SAME,Leek/Tỏi ba góc là hành Boaro,27854
1898,châm nấm,chân nấm,mushroom stem,1,Mì Tôm Nấu Chân Nấm Và Chả Cá,SAME,Châm nấm là lỗi của chân nấm,27881
1899,thìa cafe bột rau củ,Bột (chung),flour,1,"Cháo nấm chay thơm ngon, mát bổ (ngày 1)",SAME,Bột rau củ là một loại bột,27898
1900,Gừng hành ớt,hành tỏi ớt,garlic chili mix,1,Cá hồng hấp gừng,SAME,Gừng hành ớt thuộc nhóm hành tỏi ớt,27910
1901,cá phèn hồng,cá hồng,snapper,1,Cá phèn hồng chiên,SAME,Cá phèn hồng thuộc nhóm cá hồng,27915
1907,Lá quế,lá,leaves,1,🌱 Phở Chay Nấm Đậu Phụ (Vegan),SAME,Lá quế là một loại lá,28013
1909,Tương hột đậu nành,đậu nành,soybeans,1,Nấm đùi gà xiên nướng,SAME,Tương hột làm từ đậu nành,28033
1912,mì chũ gr,mì,noodles,1,🌱 Mì Chũ Xào Rau Củ Chay (Vegan),SAME,Mì chũ là một loại mì,28092
1914,trứng non,Trứng gà,Chicken Egg,1,Mì Chũ trứng non cá viên,SAME,Trứng non là một loại trứng gà,28111
1915,lá húng quế trắng còn gọi là lá é trắng,rau basil,basil,1,Nấm Linh Chi Xào Húng Quế Trắng,SAME,Lá é/húng quế trắng thuộc họ basil,28146
1919,Ngồng tỏi,tỏi,garlic,1,Ngồng tỏi xào thịt bò,SAME,Ngồng tỏi là bộ phận của cây tỏi,28156
1920,cần xào,cần tây,celery,1,Tim heo xào thơm ^^,SAME,Cần xào thường là cần tây,28175
1923,Ruột heo chay,sườn chay,vegetarian ribs,1,Ruột heo chay khìa nước dừa,SAME,Đồ chay thay thế thịt,28240
1925,tuộc,bạch tuộc,octopus,1,Cá Diêu Hồng Biển Và Tuộc Sốt Cà Chua,SAME,Tuộc là cách gọi tắt của bạch tuộc,28326
1926,lá rong biển lá kim cuộn cơm,lá kim,needle leaves,1,Nấm kim châm cuộn rong biển sốt nước tương,SAME,Lá kim là rong biển cuộn cơm,28339
1929,Lá é quế trắng nhiều ít tuỳ thích càng nhiều càng ngon,lá,leaves,1,🌱 Canh Nấm Mỡ Đậu Hủ Lá É (Vegan),SAME,Lá é là một loại lá,28369
1934,tủy heo,thịt heo,pork,1,Tủy heo hấp lá chuối,SAME,Tủy heo là một phần thịt heo,28522
1935,cây nấm theo ý thích mình dùng nấm đông cô và đùi gà,nấm hương,shiitake mushroom,1,Mì gói xào thịt bò nấm,SAME,Nấm đông cô là nấm hương,28541
1936,Tàu hũ ky lá,lá,leaves,1,Thịt trộn củ sen cuộn tàu hũ ky,SAME,Tàu hũ ky lá là một loại lá,28559
1938,xốt mè rang,sốt,sauce,1,Salad cải kale rau mầm,SAME,Xốt mè rang là một loại sốt,28618
1939,râu mực,mực,squid,1,Râu mực nướng,SAME,Râu mực là bộ phận của mực,28651
1941,lá rau quế,lá,leaves,1,Râu mực xào lá quế,SAME,Lá rau quế là một loại lá,28685
1945,nước cốt chanh leo,chanh,lime,1,Cá hồi áp chảo sốt chanh leo,SAME,Chanh leo thuộc nhóm chanh (quả chua),28736
1947,tương đậu Hàn Quốc,miso,miso,1,Canh Kim Chi Râu Mực,SAME,Tương đậu Hàn Quốc tương đồng miso,28746
1948,rau cải cay,rau cải đắng,bitter greens,1,Cá Chim Trắng Biển Hấp Gừng Kèm Rau Củ,SAME,Cải cay thường gọi là cải đắng,28793
1950,muông canh mè trăng,Mè (Vừng),sesame seeds,1,Cá chạch chiên mè trắng,SAME,Mè trắng thuộc nhóm vừng,28869
1952,cá tép đồng,tép,small shrimp,1,Cá tép đồng ôm dưa cải chua,SAME,Tép đồng thuộc nhóm tép,28888
1954,Cá chưng nước tương,cá,fish,1,"Cơm Nát, Cá chưng nước tương cho bé",SAME,Cá chưng là món từ cá,28898
1955,ớt chuông vàng cho ớt chuông vàng ăn đỡ ngấy hơn nhiều đó nha,ớt,chili pepper,1,Trứng Cá Chép Chiên Trứng Thì Là,SAME,Ớt chuông là một loại ớt,28920
1956,chả ram,chả,sausage,1,Chả Ram Tôm Đất Cuốn Rau Sống,SAME,Chả ram là một loại chả,28922
1957,t chuông vàng ớt chuông đỏ,ớt,chili pepper,1,Mực xào ớt chuông 😋,SAME,Ớt chuông thuộc nhóm ớt,28937
1959,Rau sống các loại xà lách diếp cá húng lũi,rau xà lách,lettuce,1,CÁ TAI TƯỢNG chiên xù,SAME,Xà lách thuộc nhóm rau xà lách,28952
1960,rau chuối bào,hoa chuối,banana blossom,1,Bún cá tầm Sapa,SAME,Rau chuối bào làm từ hoa chuối,28990
1963,ớt bột HQ hoặc tương ớt HQ,ớt,chili pepper,1,Mì udon trộn sốt teriyaki và rau củ xào,SAME,Ớt bột/tương ớt thuộc nhóm ớt,29017
1968,Sốt Bolognese,sốt,sauce,1,Nui Sò Lớn Sốt Bò Bằm Bolognese & Phô Mai Burrata,SAME,Sốt Bolognese là một loại sốt,29092
1970,nước uống,nước,water,1,Canh cà chua đậu hũ non,SAME,Nước uống là nước,29107
1971,súp Hảo Hảo,súp,soup,1,Thịt băm sốt nấm cà chua,SAME,Súp Hảo Hảo là một loại súp,29111
1972,ầu hành lá,hành lá,green onion,1,Gỏi xơ mít trộn tôm và tai heo,SAME,Đầu hành lá là bộ phận hành lá,29121
1973,cồi sò điệp tách sẵn,sò,clam,1,Cồi sò điệp xào rau muống,SAME,Cồi sò điệp thuộc nhóm sò,29148
1975,lạc,đậu phộng,peanut,1,"Nộm thịt heo, giá đỗ, rau răm",SAME,Lạc và đậu phộng là một,29234
1976,tương ớt tỉ lệ thìa nước,ớt,chili pepper,1,Cá khô rim mặn ngọt,SAME,Tương ớt thuộc nhóm ớt,29285
1979,mắm tôm đặc,Tôm muối,Salted shrimp,1,Nộm rau muống tép,SAME,Mắm tôm làm từ tôm muối,29343
1983,Mắm tôm mắm,Tôm muối,Salted shrimp,1,Nộm rau muống,SAME,Mắm tôm làm từ tôm muối,29358
1987,tôm xay,tôm thẻ loại to,shrimp,1,Chả giò thịt tôm và rau củ,SAME,Tôm xay làm từ tôm,29410
1988,bột chiên xù nhỏ,Bột (chung),flour,1,Thịt thăn heo chiên xù,SAME,Bột chiên xù thuộc nhóm bột,29427
1990,bún ml nước bát,bún,rice vermicelli,1,Bún cá mùa hè,SAME,Bún là bún,29436
1994,rau thơm ngò ôm ngò gai,rau thơm,herbs,1,Canh chua nấm linh chi nâu,SAME,Ngò gai/ôm là rau thơm,29485
1995,lá cải Beet,lá,leaves,1,Rau Cải Biển (Sea Beet) Xào Thịt Bò,SAME,Lá cải Beet là một loại lá,29490
1996,quả ớt sừng,ớt,chili pepper,1,Cua Hấp Bia,SAME,Ớt sừng là một loại ớt,29509
1997,gram Thịt vai ba chỉ,thịt nạc dăm,pork shoulder,1,Củ sen kho thịt,SAME,Thịt vai nạc dăm gần giống nhau,29513
2000,Rau thơm rau cải xanh,cải bẹ xanh,mustard greens,1,Cuốn tôm thịt,SAME,Cải xanh là cải bẹ xanh,29577
2001,Nước chấm đơn giản,nước,water,1,Cuốn tôm thịt,SAME,Nước chấm cơ bản thành phần chính là nước,29580
2002,Sốt mè,sốt,sauce,1,Cuốn tôm thịt,SAME,Sốt mè là một loại sốt,29581
2003,Sốt sữa chua thì là,thì là,dill,1,Salad Thanh Cua Dâu Tây Sốt Sữa Chua Thì Là,SAME,Thì là là thành phần chính của sốt này,29587
2004,cà chua,cà chua,tomato,1,Salad trái cây: chuối + dưa leo + xà lách + phô mai con bò cười vị dâu + 1 ít sữa đặc,SAME,Hai tên gọi hoàn toàn giống nhau,29616
2005,nước sốt me,me,tamarind,1,Bò sốt phô mai,SAME,Sốt me thành phần chính là me,29656
2006,Sốt me sả,sả,lemongrass,1,Đậu hũ chiên sốt me sả,SAME,Sốt me sả có chứa sả,29659
2007,Cốt me muỗng canh hoặc hơn tuỳ độ chua,me,tamarind,1,Đậu hũ chiên sốt me sả,SAME,Cốt me chính là me,29661
2008,chục lá chanh non,chanh,lime,1,"Vào bếp cùng con: thịt lợn gác bếp cuốn rau mọc ven đường Sải Duần, tươi xanh mơn mởn!",SAME,Lá chanh là bộ phận của cây chanh,29675
2009,sa tế tôm,satế,chili satay,1,"Vào bếp cùng con: thịt lợn gác bếp cuốn rau mọc ven đường Sải Duần, tươi xanh mơn mởn!",SAME,Sa tế tôm là một loại sa tế,29682
2010,lá quế húng quế,lá,leaves,1,Thịt băm xào lá quế kiểu Thái,SAME,Lá quế là một loại lá,29684
2011,lá ngò dùng để trang trí,lá,leaves,1,Nấm Mỡ Kho Sa Tế,SAME,Lá ngò là một loại lá,29723
2012,Nước trộn rau,nước,water,1,Rau tần ô trộn,SAME,Nước trộn rau thành phần chính là nước,29739
2013,chả cá rựa,chả cá,fish cake,1,Canh chua chả cá rựa,SAME,Chả cá rựa là một loại chả cá,29748
2014,Dọc mùng cần nước giá đỗ,giá,bean sprouts,1,Bún tôm Quảng Ninh,SAME,Hỗn hợp có chứa giá đỗ,29770
2015,Riềng sả ớt,ớt,chili pepper,1,Thịt lợn giả cầy không cần mẻ,SAME,Hỗn hợp có chứa ớt,29782
2016,ớt cay nước tương,nước tương,Soy sauce,1,Mực hấp nhồi thịt 🦑,SAME,Hỗn hợp có chứa nước tương,29792
2017,Sốt tương dầu hành,sốt,sauce,1,🌱 Đậu Hủ Chiên Sốt Tương Dầu Hành Chay (Vegan),SAME,Sốt tương dầu hành là một loại sốt,29794
2019,măng lươi,măng,bamboo shoots,1,Canh Giò Heo Nấu Măng Tươi,SAME,Măng lươi là lỗi chính tả của măng tươi,29826
2023,Sữa Bò,sữa,milk,1,Rau Củ Quả Hầm Kem (Chay),SAME,Sữa bò là một loại sữa,29854
2026,thịt xoay con tôm,tôm thẻ loại to,shrimp,1,Lẩu cua nấu bầu,SAME,Thịt xoay tôm có chứa tôm,29946
2027,Nấm bào ngư nấm sò,nấm bào ngư,oyster mushroom,1,Món chay dễ làm| Gỏi rau má,SAME,Nấm sò là tên khác của nấm bào ngư,29949
2028,Nước cốt chanh tắc hoặc dấm,chanh,lime,1,Món chay dễ làm| Gỏi rau má,SAME,Hỗn hợp có chứa chanh,29954
2029,Sốt dầu hào,sốt,sauce,1,Đậu bắp nhồi thịt sốt dầu hào,SAME,Sốt dầu hào là một loại sốt,29960
2030,hạt sen tươi,sen,lotus,1,Chè táo đỏ nấm tuyết hạt sen mộc nhĩ phổ tai,SAME,Hạt sen là một bộ phận của sen,29964
2031,Hành lá Hành tím,hành lá,green onion,1,Nấu canh nấm kim châm siêu ngon cho ngày thanh mát,SAME,Hỗn hợp có chứa hành lá,29989
2034,bột khoai tây bột bắp,Bột (chung),flour,1,BÒ viên,SAME,Bột khoai tây/bắp là các loại bột,30028
2035,Tương ớt xí muội,ớt,chili pepper,1,Cà tím cuộn thịt chiên giòn,SAME,Tương ớt xí muội có chứa ớt,30070
2036,cá ngừ cá thu,cá thu,mackerel,1,Bún Cá Ngừ,SAME,Hỗn hợp có chứa cá thu,30071
2037,Quả quất,tắc,kumquat,1,Cá chìa vôi nướng mọi,SAME,Quả quất chính là quả tắc,30078
2038,mỡ gáy heo,thịt heo,pork,1,Bún riêu cua tóp mỡ,SAME,Mỡ gáy heo là một phần thịt heo,30105
2039,trai dưa tươi lây nươc,dưa,pickles,1,Thịt ram,SAME,"Trái dừa (viết lỗi) lấy nước, mapping dưa sai",30114
2040,dầu mè đen chia lần,Mè (Vừng),sesame seeds,1,Tự làm ruốc tôm ngon hơn hàng!,SAME,Dầu mè làm từ hạt mè,30128
2041,rong biển rắc cơm,cơm,cooked rice,1,Cơm Viên Cá Ngừ Phô Mai,SAME,Rong biển rắc cơm dùng kèm với cơm,30141
2042,Cải,bông cải,broccoli,1,Nui xào bò trứng,SAME,Bông cải là một loại cải,30162
2045,sốt me,me,tamarind,1,Bún riêu hải sản,SAME,Sốt me thành phần chính là me,30189
2046,răm thìa là tỏi gia vị,tỏi,garlic,1,Bún riêu hải sản,SAME,Hỗn hợp có chứa tỏi,30194
2047,tôm sông,tôm thẻ loại to,shrimp,1,Cá lòng tong và tôm sông kho khô,SAME,Tôm sông là một loại tôm,30206
2048,Rau sống rau xà lách tía tô rau húng,rau xà lách,lettuce,1,Cá diêu hồng chiên giòn chấm mắm nêm cá cơm,SAME,Hỗn hợp có chứa rau xà lách,30222
2050,Trái bơ mềm,bơ,butter,1,Beef & Reef Salad,SAME,Trái bơ chính là bơ quả,30232
2051,Sốt cà ri Thái đỏ,sốt,sauce,1,Mực Lá Xào Sốt Cà Ri Thái Đỏ,SAME,Sốt cà ri là một loại sốt,30244
2052,lá chanh hoặc lá lốt,chanh,lime,1,Cá bống đồng chiên giòn,SAME,Lá chanh là bộ phận cây chanh,30291
2053,thịt ba chỉ xay,Thịt băm,Minced pork,1,Ốc nhồi thịt nướng sả,SAME,Ba chỉ xay chính là thịt băm,30294
2054,Hành băm,hành tỏi,garlic and onion,1,Ốc nhồi thịt nướng sả,SAME,Hành băm là một loại hành tỏi,30295
2055,Giấm táo hoặc giấm gạo,táo,apple,1,SP.0750 - Mực Nhúng Giấm,SAME,Giấm táo làm từ táo,30307
2056,bông Onion weed three cornered leek wild garlic tỏi ba góc tỏi hoang dã,tỏi,garlic,1,🌱 Canh Đậu Hủ Bông Tỏi Ba Góc (Three-cornered Leek),SAME,Bông tỏi ba góc có chứa tỏi,30314
2057,bơ mặn,bơ,butter,1,💚 Nấm Bào Ngư & Bơ Mặn Nướng Giấy Bạc (Vegetarian),SAME,Bơ mặn là một loại bơ,30318
2058,Rau xà lách rau thơm,rau xà lách,lettuce,1,Ram cuốn rau sống (Nem cuốn rau sống),SAME,Hỗn hợp có chứa rau xà lách,30452
2059,Hành ngò lá lốt ngò tây,hành lá,green onion,1,Canh chua thịt bò,SAME,Hỗn hợp có chứa hành lá,30472
2060,Cải chíp,cải thìa,bok choy,1,Cải chíp sốt nấm hương,SAME,Cải chíp chính là cải thìa,30494
2061,ầu hành lá boa rô,hành lá,green onion,1,Nấm bào ngư xào giá hẹ (Món chay),SAME,Đầu hành và boa rô thuộc nhóm hành,30503
2062,Mùi tàu ngò gai,ngò gai,culantro,1,Canh bầu tôm nõn,SAME,Mùi tàu chính là ngò gai,30513
2063,Mì trứng cho người ăn,Trứng gà,Chicken Egg,1,Mì xào bò viên rau củ,SAME,Mì trứng thành phần có trứng gà,30516
2065,ớt chuông thái lát,ớt,chili pepper,1,Mì chùm ngây với nấm & rau củ,SAME,Ớt chuông là một loại ớt,30528
2066,hải sản tuỳ chọn prefer mực và tôm,tôm thẻ loại to,shrimp,1,Seafood Pasta - 15 phút!,SAME,Hải sản mực tôm có chứa tôm,30537
2067,mì ý sợi linguine,mì,noodles,1,Crab meat linguine,SAME,Mì Ý linguine là một loại mì,30572
2068,Bánh mì sandwich,sandwich,sandwich,1,Bánh mì sandwich bọc rau củ,SAME,Sandwich là loại bánh mì này,30579
2069,bò bằm,thịt bò,beef,1,Bún Trộn Bò Cuốn Lá Lốt Xiên Que Nướng,SAME,Bò bằm là thịt bò xay,30614
2070,Rau củ dùng kèm tuỳ chọn,rau sống,fresh herbs,1,Bún Trộn Bò Cuốn Lá Lốt Xiên Que Nướng,SAME,Rau củ dùng kèm thường là rau sống,30618
2071,Rau quế,rau thơm,herbs,1,Bún riêu tôm khô,SAME,Rau quế là một loại rau thơm,30662
2073,Móng giò heo sườn heo đuôi heo,sườn heo,pork ribs,1,"Khổ qua nhỏ hầm móng, giò, đuôi heo 😋",SAME,Hỗn hợp có chứa sườn heo,30691
2074,bò kho sốt,sốt,sauce,1,SP.0739 - Phở Bò Kho,SAME,Bò kho sốt là một loại sốt,30704
2075,hũ cà chua sốt,xốt cà chua,tomato sauce,1,SP.0739 - Phở Bò Kho,SAME,Cà chua sốt chính là xốt cà chua,30708
2076,sốt ướp thịt xá xíu,sốt,sauce,1,SP.0738 - Bún Bì Thịt Khìa,SAME,Sốt xá xíu là một loại sốt,30718
2077,Dầu ăn dầu hào dầu mè,Mè (Vừng),sesame seeds,1,SP.0738 - Bún Bì Thịt Khìa,SAME,Hỗn hợp có chứa dầu mè,30727
2078,Húng thơm húng quế húng lủi,quế,Cinnamon,1,SP.0738 - Bún Bì Thịt Khìa,SAME,Húng quế chính là rau quế,30729
2080,Tôm nõn băm nhuyễn,tôm thẻ loại to,shrimp,1,Chả tôm thịt rong biển,SAME,Tôm nõn là một loại tôm,30758
2082,Bột khoai Tây,Bột (chung),flour,1,Chả tôm thịt rong biển,SAME,Bột khoai tây là một loại bột,30763
2084,bún gạo lứt,bún,rice vermicelli,1,Bún cá ngừ gạo lứt,SAME,Bún gạo lứt là một loại bún,30784
2085,thịt heo bò bằm,thịt bò,beef,1,"Canh su hào, cà rốt, thịt bằm",SAME,Hỗn hợp thịt có chứa thịt bò,30789
2086,tỏi hành tím băm,tỏi,garlic,1,"Canh su hào, cà rốt, thịt bằm",SAME,Hỗn hợp có chứa tỏi,30790
2087,Pha mắm trộn,nước mắm,fish sauce,1,Rau muống trộn,SAME,Mắm trộn thành phần chính là nước mắm,30803
2088,Tôm rảo mỏng vỏ,tôm thẻ loại to,shrimp,1,Tôm rang chao lá chanh,SAME,Tôm rảo là một loại tôm,30812
2089,Thịt nạc vai xay,thịt nạc dăm,pork shoulder,1,Làm thịt xay giả Pate trứng,SAME,Nạc vai xay chính là thịt nạc dăm,30815
2090,hành củ thái mỏng,Hành,Scallion,1,Làm thịt xay giả Pate trứng,SAME,Hành củ chính là hành,30817
2091,Hanh lahanh tim,hành tím,shallot,1,Cà tím cuộn thịt heo xay và giò sống chiên xù,SAME,Hỗn hợp có chứa hành tím,30837
2093,tim cật heo,thịt heo,pork,1,Miến xào tim cật heo,SAME,Tim cật heo là nội tạng heo,30880
2094,súp rau củ cô đặc,viên súp rau củ,vegetable bouillon cube,1,🌱 Canh Bắp Cải Trắng Hầm Nấm Khô (Vegan),SAME,Súp cô đặc chính là viên súp,30886
2095,Bánh đa nem bánh chả rế,bánh tráng,rice paper,1,Chả nem tôm thịt,SAME,Bánh đa nem chính là bánh tráng,30904
2098,Lá tỏi gấu,tỏi,garlic,1,🌱 Canh Lá Tỏi Gấu Đậu Hủ (Vegan),SAME,Lá tỏi gấu có chứa tỏi,30916
2099,Sốt truffle ponzu,sốt,sauce,1,Cơm Bò Truffle Ponzu,SAME,Sốt truffle là một loại sốt,30973
